1, Liam Smith, M, 28, USA, Boston, 02:23:45
1285, Kole Bell, M, 1150, Italy, Afragola, 19:49:17
1286, Mckenna Murphy, F, 1146, USA, Chula Vista, 20:01:40
1287, Kason Bailey, M, 1152, Mexico, Ciudad Obregon, 20:00:58
1288, Scarlett Rivera, F, 1148, UK, Rotherham, 20:13:22
1289, Kaelen Cooper, M, 1154, Canada, Stratford, 20:12:40
1290, Ember Cox, F, 1150, Germany, Beckum, 20:25:05
1291, Kole Howard, M, 1156, France, Mauguio, 20:24:23
1292, Hadleigh Ward, F, 1152, Australia, Burnie, 20:36:49
1293, Karsen Torres, M, 1158, Spain, Olesa, 20:36:07
1294, Maggie Peterson, F, 1154, Italy, Crotone, 20:48:34
1295, Kaelen Gray, M, 1160, USA, Lubbock, 20:47:52
1296, Macey Ramirez, F, 1156, Mexico, Salina Cruz, 21:00:20
1297, Kole James, M, 1162, UK, Runcorn, 20:59:38
1298, Adelaide Watson, F, 1158, Canada, Steinbach, 21:12:07
1299, Kason Brooks, M, 1164, Germany, Fellbach, 21:11:25
1300, Renata Kelly, F, 1160, France, Le Pontet, 21:23:55
1301, Kaelen Sanders, M, 1166, Australia, Devonport, 21:23:13
1302, Briar Price, F, 1162, Spain, Barbera, 21:35:44
1303, Kole Bennett, M, 1168, Italy, Casarano, 21:35:02
1304, Ainhoa Wood, F, 1164, USA, Reno, 21:47:34
1305, Karsyn Barnes, M, 1170, Mexico, Tulancingo, 21:46:52
1306, Ayleen Ross, F, 1166, UK, Hartlepool, 21:59:25
1307, Kaelen Henderson, M, 1172, Canada, North Bay, 21:58:43
1308, Madilynn Coleman, F, 1168, Germany, Balingen, 22:11:17
1309, Kole Jenkins, M, 1174, France, La Ciotat, 22:10:35
1310, Elianna Perry, F, 1170, Australia, Orange, 22:23:10
1311, Kason Long, M, 1176, Spain, Siero, 22:22:28
1312, Beatrice Patterson, F, 1172, Italy, Cava de' Tirreni, 22:35:04
1313, Kaelen Hughes, M, 1178, USA, Winston-Salem, 22:34:22
1314, Amaya Flores, F, 1174, Mexico, Tehuacan, 22:46:59
1315, Kole Washington, M, 1180, UK, Lowestoft, 22:46:17
1316, Anaya Butler, F, 1176, Canada, Yorkton, 22:58:55
1317, Karsen Simmons, M, 1182, Germany, Lunen, 22:58:13
1318, Lilyana Foster, F, 1178, France, Mont-de-Marsan, 23:10:52
1319, Kaelen Gonzales, M, 1184, Australia, Warrnambool, 23:10:10
1320, Briella Bryant, F, 1180, Spain, Aranjuez, 23:22:50
1321, Kole Alexander, M, 1186, Italy, Corigliano, 23:22:08
1322, Jazlyn Russell, F, 1182, USA, Bakersfield, 23:34:49
1323, Kason Griffin, M, 1188, Mexico, Ciudad Madero, 23:34:07
1324, Kamryn Diaz, F, 1184, UK, Rhyl, 23:46:49
1325, Kaelen Hayes, M, 1190, Canada, Drummondville, 23:46:07
1326, Maren Ford, F, 1186, Germany, Rendsburg, 23:58:50
1327, Kole Hamilton, M, 1192, France, Saint-Dizier, 23:58:08
1328, Jayleen Graham, F, 1188, Australia, Mount Barker, 00:10:52
1329, Karsen Sullivan, M, 1194, Spain, Olesa, 00:10:10
1330, Lyric Wallace, F, 1190, Italy, Pomezia, 00:22:55
1331, Kaelen Woods, M, 1196, USA, Spokane, 00:22:13
1332, Raegan Cole, F, 1192, Mexico, Teziutlan, 00:34:59
1333, Kole Murray, M, 1198, UK, Macclesfield, 00:34:17
1334, Celeste Freeman, F, 1194, Canada, Moose Jaw, 00:47:04
1335, Kason Wells, M, 1200, Germany, Illertissen, 00:46:22
1336, Violet Webb, F, 1196, France, Vienne, 00:59:10
1337, Kaelen Simpson, M, 1202, Australia, Burnie, 00:58:28
1338, Nalani Tucker, F, 1198, Spain, San Fernando, 01:11:17
1339, Kole Porter, M, 1204, Italy, Afragola, 01:10:35
1340, Angelica Hicks, F, 1200, USA, Garland, 01:23:25
1341, Karsen Crawford, F, 1202, Mexico, Ciudad Guzman, 01:22:43
1342, Zayden Henry, M, 1208, UK, Gillingham, 01:35:34
1343, Jayda Boyd, F, 1204, Canada, Portage la Prairie, 01:34:52
1344, Kaelen Mason, M, 1210, Germany, Rottweil, 01:47:44
1345, Amirah Morales, F, 1206, France, Montelimar, 01:47:02
1346, Kole Kennedy, M, 1212, Australia, Devonport, 02:00:55
1347, Maggie Butler, F, 1208, Spain, Torrent, 02:00:13
1348, Kason Bell, M, 1214, Italy, Casarano, 02:13:07
1349, Elliana Dixon, F, 1210, USA, Norfolk, 02:12:25
1350, Kaelen Fisher, M, 1216, Mexico, Tula, 02:25:20
1351, Edith Reyes, F, 1212, UK, Bridgend, 02:24:38
1352, Kole Ellis, M, 1218, Canada, New Glasgow, 02:37:34
1353, Alina Edwards, F, 1214, Germany, Rheda-Wiedenbruck, 02:36:52
1354, Karsen Collins, M, 1220, France, Mont-de-Marsan, 02:49:49
1355, Ryan Richardson, M, 1216, Australia, Karratha, 02:49:07
1356, Maddison Stewart, F, 1222, Spain, Sant Just Desvern, 03:02:05
1357, Kole Morris, M, 1224, Italy, Pomezia, 03:01:23
1358, Adalynn Rogers, F, 1218, USA, Lubbock, 03:14:22
1359, Kason Reed, M, 1226, Mexico, Tehuacan, 03:13:40
1360, Lily Cook, F, 1220, UK, Lowestoft, 03:26:40
1361, Kaelen Morgan, F, 1228, Canada, Stratford, 03:25:58
1362, Alden Bell, M, 1230, Germany, Beckum, 03:38:59
1363, Rayna Murphy, F, 1222, France, Mauguio, 03:38:17
1364, Kole Bailey, M, 1232, Australia, Shepparton, 03:51:19
1365, Kenia Rivera, F, 1224, Spain, Arrecife, 03:50:37
1366, Karsen Cooper, M, 1234, Italy, Lamezia Terme, 04:03:40
1367, Arianna Cox, F, 1226, USA, Riverside, 04:02:58
1368, Kaelen Howard, M, 1236, Mexico, Tepic, 04:16:02
1369, Kayla Ward, F, 1228, UK, Gosport, 04:15:20
1370, Kole Torres, M, 1238, Canada, Timmins, 04:28:25
1371, Nala Peterson, F, 1230, Germany, Haren, 04:27:43
1372, Kason Gray, M, 1240, France, Saint-Sebastien-sur-Loire, 04:40:49
1373, Janiyah Ramirez, F, 1232, Australia, Whyalla, 04:40:07
1374, Kaelen James, M, 1242, Spain, Castelldefels, 04:53:14
1375, Tessa Watson, F, 1234, Italy, Guidonia, 04:52:32
1376, Kole Brooks, M, 1244, USA, Newark, 05:05:40
1377, Amayah Kelly, M, 1236, Mexico, Ciudad Valles, 05:04:58
1378, Aldo Sanders, M, 1248, UK, Scunthorpe, 05:18:07
1379, Alanna Price, F, 1238, Canada, Summerside, 05:17:25
1380, Kason Bennett, M, 1250, Germany, Schwabisch Hall, 05:30:35
1381, Ayleen Wood, F, 1240, France, Orvault, 05:29:53
1382, Kaelen Barnes, M, 1252, Australia, Gladstone, 05:43:04
1383, Rylie Ross, F, 1242, Spain, Silla, 05:42:22
1384, Kole Henderson, M, 1254, Italy, Casarano, 05:55:34
1385, Miracle Coleman, F, 1244, USA, Toledo, 05:54:52
1386, Karsyn Jenkins, M, 1256, Mexico, Tula, 06:08:05
1387, Kynlee Perry, F, 1246, UK, Ellesmere Port, 06:07:23
1388, Kaelen Long, M, 1258, Canada, Corner Brook, 06:20:37
1389, Ila Patterson, F, 1248, Germany, Geesthacht, 06:19:55
1390, Kole Hughes, M, 1260, France, Vienne, 06:33:10
1391, Mikayla Flores, F, 1250, Australia, Devonport, 06:32:28
1392, Kason Washington, M, 1262, Spain, Barbera, 06:45:44
1393, Sloane Butler, F, 1252, Italy, Crotone, 06:45:02
1394, Kaelen Simmons, F, 1264, USA, Chula Vista, 06:58:19
1395, Brantley Foster, M, 1266, Mexico, Ciudad Obregon, 06:57:37
1396, Emelia Gonzales, M, 1268, UK, Rotherham, 07:10:55
1397, Kole Bryant, M, 1270, Canada, Stratford, 07:10:13
1398, Eileen Alexander, F, 1254, Germany, Beckum, 07:23:32
1399, Karsen Russell, M, 1272, France, Mauguio, 07:22:50
1400, Avah Griffin, F, 1256, Australia, Burnie, 07:36:10
1401, Kaelen Diaz, M, 1274, Spain, Olesa, 07:35:28
1402, Kenna Hayes, F, 1258, Italy, Pomezia, 07:48:49
1403, Kole Ford, M, 1276, USA, Lubbock, 07:48:07
1404, Milani Hamilton, F, 1260, Mexico, Tehuacan, 08:01:29
1405, Kason Graham, M, 1278, UK, Lowestoft, 08:00:47
1406, Isla Sullivan, F, 1262, Canada, Yorkton, 08:14:10
1407, Kaelen Wallace, M, 1280, Germany, Lunen, 08:13:28
1408, Alianna Woods, F, 1264, France, Mont-de-Marsan, 08:26:52
1409, Kole Cole, M, 1282, Australia, Warrnambool, 08:26:10
1410, Madelyn Murray, F, 1266, Spain, Aranjuez, 08:39:35
1411, Karsen Freeman, M, 1284, Italy, Corigliano, 08:38:53
1412, Karina Wells, F, 1268, USA, Bakersfield, 08:52:19
1413, Kaelen Webb, M, 1286, Mexico, Ciudad Madero, 08:51:37
1414, Ember Simpson, F, 1270, UK, Rhyl, 09:05:04
1415, Kole Tucker, M, 1288, Canada, Drummondville, 09:04:22
1416, Adelaide Porter, F, 1272, Germany, Rendsburg, 09:17:50
1417, Kason Hicks, M, 1290, France, Saint-Dizier, 09:17:08
1418, Elliana Crawford, F, 1274, Australia, Mount Barker, 09:30:37
1419, Kaelen Henry, M, 1292, Spain, Siero, 09:29:55
1420, Angelina Boyd, F, 1276, Italy, Cava de' Tirreni, 09:43:25
1421, Kole Mason, M, 1294, USA, Spokane, 09:42:43
1422, Royalty Morales, F, 1278, Mexico, Teziutlan, 09:56:14
1423, Karsen Kennedy, M, 1296, UK, Macclesfield, 09:55:32
1424, Aniyah Butler, F, 1280, Canada, Moose Jaw, 10:09:04
1425, Kaelen Bell, M, 1298, Germany, Illertissen, 10:08:22
1426, Haisley Dixon, F, 1282, France, Vienne, 10:21:55
1427, Kole Fisher, M, 1300, Australia, Burnie, 10:21:13
1428, Jayla Reyes, F, 1284, Spain, San Fernando, 10:34:47
1429, Kason Ellis, M, 1302, Italy, Afragola, 10:34:05
1430, Kaylani Edwards, F, 1286, USA, Garland, 10:47:40
1431, Kaelen Collins, M, 1304, Mexico, Ciudad Guzman, 10:46:58
1432, Madeleine Richardson, F, 1288, UK, Gillingham, 11:00:34
1433, Kole Stewart, M, 1306, Canada, Portage la Prairie, 10:59:52
1434, Aya Morris, F, 1290, Germany, Rottweil, 11:13:29
1435, Karsyn Rogers, M, 1308, France, Montelimar, 11:12:47
1436, Amaris Reed, F, 1292, Australia, Devonport, 11:26:25
1437, Kaelen Cook, M, 1310, Spain, Torrent, 11:25:43
1438, Sage Morgan, F, 1294, Italy, Casarano, 11:39:22
1439, Kole Bell, M, 1312, USA, Norfolk, 11:38:40
1440, Jasmin Murphy, F, 1296, Mexico, Tula, 11:52:20
1441, Kason Bailey, M, 1314, UK, Bridgend, 11:51:38
1442, Amora Rivera, F, 1298, Canada, New Glasgow, 12:05:19
1443, Kaelen Cooper, M, 1316, Germany, Rheda-Wiedenbruck, 12:04:37
1444, Giavanna Cox, F, 1300, France, Mont-de-Marsan, 12:18:19
1445, Kole Howard, M, 1318, Australia, Karratha, 12:17:37
1446, Jayleen Ward, F, 1302, Spain, Sant Just Desvern, 12:31:20
1447, Karsen Torres, M, 1320, Italy, Pomezia, 12:30:38
1448, Angel Peterson, F, 1304, USA, Lubbock, 12:44:22
1449, Kaelen Gray, M, 1322, Mexico, Tehuacan, 12:43:40
1450, Lena Ramirez, F, 1306, UK, Lowestoft, 12:57:25
1451, Kole James, M, 1324, Canada, Stratford, 12:56:43
1452, Malani Watson, F, 1308, Germany, Beckum, 13:10:29
1453, Kason Brooks, M, 1326, France, Mauguio, 13:09:47
1454, Alisson Kelly, F, 1310, Australia, Shepparton, 13:23:34
1455, Kaelen Sanders, M, 1328, Spain, Arrecife, 13:22:52
1456, Allyson Price, F, 1312, Italy, Lamezia Terme, 13:36:40
1457, Kole Bennett, M, 1330, USA, Riverside, 13:35:58
1458, Maren Wood, F, 1314, Mexico, Tepic, 13:49:47
1459, Karsyn Barnes, M, 1332, UK, Gosport, 13:49:05
1460, Aya Ross, F, 1316, Canada, Timmins, 14:02:55
1461, Kaelen Henderson, M, 1334, Germany, Haren, 14:02:13
1462, Itzel Coleman, F, 1318, France, Saint-Sebastien-sur-Loire, 14:16:04
1463, Kole Jenkins, M, 1336, Australia, Whyalla, 14:15:22
1464, Sarai Jenkins, F, 1320, Spain, Castelldefels, 14:29:14
1465, Kason Long, M, 1338, Italy, Guidonia, 14:28:32
1466, Helena Perry, F, 1322, USA, Newark, 14:42:25
1467, Kaelen Hughes, M, 1340, Mexico, Ciudad Valles, 14:41:43
1468, Zaniyah Patterson, F, 1324, UK, Scunthorpe, 14:55:37
1469, Kole Washington, M, 1342, Canada, Summerside, 14:54:55
1470, Mira Flores, F, 1326, Germany, Schwabisch Hall, 15:08:50
1471, Karsen Simmons, M, 1344, France, Orvault, 15:08:08
1472, Ayleen Butler, F, 1328, Australia, Gladstone, 15:22:04
1473, Kaelen Gonzales, M, 1346, Spain, Silla, 15:21:22
1474, Alianna Foster, F, 1330, Italy, Casarano, 15:35:19
1475, Kole Alexander, M, 1348, USA, Toledo, 15:34:37
1476, Adalyn Bryant, F, 1332, Mexico, Tula, 15:48:35
1477, Kason Griffin, M, 1350, UK, Ellesmere Port, 15:47:53
1478, Mckenzie Russell, F, 1334, Canada, Corner Brook, 16:01:52
1479, Kaelen Diaz, M, 1352, Germany, Geesthacht, 16:01:10
1480, Jazlyn Hayes, F, 1336, France, Vienne, 16:15:10
1481, Kole Ford, M, 1354, Australia, Devonport, 16:14:28
1482, Sariyah Hamilton, F, 1338, Spain, Barbera, 16:28:29
1483, Karsen Graham, M, 1356, Italy, Crotone, 16:27:47
1484, Gwen Sullivan, F, 1340, USA, Chula Vista, 16:41:49
1485, Kaelen Wallace, M, 1358, Mexico, Ciudad Obregon, 16:41:07
1486, Kora Woods, F, 1342, UK, Rotherham, 16:55:10
1487, Kole Cole, M, 1360, Canada, Stratford, 16:54:28
1488, Nala Murray, F, 1344, Germany, Beckum, 17:08:32
1489, Kason Freeman, M, 1362, France, Mauguio, 17:07:50
1490, Tiana Wells, F, 1346, Australia, Burnie, 17:21:55
1491, Kaelen Webb, M, 1364, Spain, Olesa, 17:21:13
1492, Emberlynn Simpson, F, 1348, Italy, Pomezia, 17:35:19
1493, Kole Tucker, M, 1366, USA, Lubbock, 17:34:37
1494, Alora Porter, F, 1350, Mexico, Tehuacan, 17:48:44
1495, Karsen Hicks, M, 1368, UK, Lowestoft, 17:48:02
1496, Alayna Crawford, F, 1352, Canada, Yorkton, 18:02:10
1497, Kaelen Henry, M, 1370, Germany, Lunen, 18:01:28
1498, Ryan Mason, F, 1354, France, Mont-de-Marsan, 18:15:37
1499, Kole Morales, M, 1372, Australia, Warrnambool, 18:14:55
1500, Royalty Kennedy, F, 1356, Spain, Aranjuez, 18:29:05
1501, Kaelen Butler, M, 1374, Italy, Corigliano, 18:28:23
1502, Mikayla Bell, F, 1358, USA, Bakersfield, 18:42:34
1503, Kole Dixon, M, 1376, Mexico, Ciudad Madero, 18:41:52
1504, Addilyn Fisher, F, 1360, UK, Rhyl, 18:56:04
1505, Kason Reyes, M, 1378, Canada, Drummondville, 18:55:22
1506, Ariella Ellis, F, 1362, Germany, Rendsburg, 19:09:35
1507, Kaelen Edwards, M, 1380, France, Saint-Dizier, 19:08:53
1508, Amira Collins, F, 1364, Australia, Mount Barker, 19:23:07
1509, Kole Richardson, M, 1382, Spain, Siero, 19:22:25
1510, Emery Stewart, F, 1366, Italy, Cava de' Tirreni, 19:36:40
1511, Karsen Morris, M, 1384, USA, Spokane, 19:35:58
1512, Novah Rogers, F, 1368, Mexico, Teziutlan, 19:50:14
1513, Kaelen Reed, M, 1386, UK, Macclesfield, 19:49:32
1514, Annalise Cook, F, 1370, Canada, Moose Jaw, 20:03:49
1515, Kole Morgan, M, 1388, Germany, Illertissen, 20:03:07
1516, Maren Bell, F, 1372, France, Vienne, 20:17:25
1517, Kason Murphy, M, 1390, Australia, Burnie, 20:16:43
1518, Lexi Bailey, F, 1374, Spain, San Fernando, 20:31:02
1519, Kaelen Rivera, M, 1392, Italy, Afragola, 20:30:20
1520, Rylie Cooper, F, 1376, USA, Garland, 20:44:40
1521, Kole Cox, M, 1394, Mexico, Ciudad Guzman, 20:43:58
1522, Daniella Howard, F, 1378, UK, Gillingham, 20:58:19
1523, Karsen Ward, M, 1396, Canada, Portage la Prairie, 20:57:37
1524, Malaysia Torres, F, 1380, Germany, Rottweil, 21:11:59
1525, Kaelen Peterson, M, 1398, France, Montelimar, 21:11:17
1526, Brielle Gray, F, 1382, Australia, Devonport, 21:25:40
1527, Kole Ramirez, M, 1400, Spain, Torrent, 21:24:58
1528, Saige James, F, 1384, Italy, Casarano, 21:39:22
1529, Kason Watson, M, 1402, USA, Norfolk, 21:38:40
1530, Alanna Brooks, F, 1386, Mexico, Tula, 21:53:05
1531, Kaelen Kelly, M, 1404, UK, Bridgend, 21:52:23
1532, Kaylani Sanders, F, 1388, Canada, New Glasgow, 22:06:49
1533, Kole Price, M, 1406, Germany, Rheda-Wiedenbruck, 22:06:07
1534, Zendaya Bennett, F, 1390, France, Mont-de-Marsan, 22:20:34
1535, Karsen Wood, M, 1408, Australia, Karratha, 22:19:52
1536, Blakely Barnes, F, 1392, Spain, Sant Just Desvern, 22:34:20
1537, Kaelen Ross, M, 1410, Italy, Pomezia, 22:33:38
1538, Lillian Henderson, F, 1394, USA, Lubbock, 22:48:07
1539, Kole Coleman, M, 1412, Mexico, Tehuacan, 22:47:25
1540, Holly Jenkins, F, 1396, UK, Lowestoft, 23:01:55
1541, Kason Perry, M, 1414, Canada, Stratford, 23:01:13
1542, Brynlee Long, F, 1398, Germany, Beckum, 23:15:44
1543, Kaelen Patterson, M, 1416, France, Mauguio, 23:15:02
1544, Alexandra Hughes, F, 1400, Australia, Shepparton, 23:29:34
1545, Kole Flores, M, 1418, Spain, Arrecife, 23:28:52
1546, Miah Washington, F, 1402, Italy, Lamezia Terme, 23:43:25
1547, Karsen Butler, M, 1420, USA, Riverside, 23:42:43
1548, Zariyah Simmons, F, 1404, Mexico, Tepic, 23:57:17
1549, Kaelen Foster, M, 1422, UK, Gosport, 23:56:35
1550, Lainey Gonzales, F, 1406, Canada, Timmins, 00:11:10
1551, Kole Bryant, M, 1424, Germany, Haren, 00:10:28
1552, Jayleen Alexander, F, 1408, France, Saint-Sebastien-sur-Loire, 00:25:04
1553, Kason Russell, M, 1426, Australia, Whyalla, 00:24:22
1554, Emberlynn Griffin, F, 1410, Spain, Castelldefels, 00:38:59
1555, Kaelen Diaz, M, 1428, Italy, Guidonia, 00:38:17
1556, Ryan Hayes, M, 1430, USA, Newark, 00:52:55
1557, Kole Ford, M, 1432, Mexico, Ciudad Valles, 00:52:13
1558, Ayleen Hamilton, F, 1412, UK, Scunthorpe, 01:06:52
1559, Karsen Graham, M, 1434, Canada, Summerside, 01:06:10
1560, Mckinley Sullivan, F, 1414, Germany, Schwabisch Hall, 01:20:50
1561, Kaelen Wallace, M, 1436, France, Orvault, 01:20:08
1562, Emelia Woods, F, 1416, Australia, Gladstone, 01:34:49
1563, Kole Cole, M, 1438, Spain, Silla, 01:34:07
1564, Galilea Murray, F, 1418, Italy, Casarano, 01:48:49
1565, Kason Freeman, M, 1440, USA, Toledo, 01:48:07
1566, Elsie Wells, F, 1420, Mexico, Tula, 02:02:50
1567, Kaelen Webb, M, 1442, UK, Ellesmere Port, 02:02:08
1568, Mariah Simpson, F, 1422, Canada, Corner Brook, 02:16:52
1569, Kole Tucker, M, 1444, Germany, Geesthacht, 02:16:10
1570, Celeste Porter, F, 1424, France, Vienne, 02:30:55
1571, Karsen Hicks, M, 1446, Australia, Devonport, 02:30:13
1572, Hattie Crawford, F, 1426, Spain, Barbera, 02:44:59
1573, Kaelen Henry, M, 1448, Italy, Crotone, 02:44:17
1574, Ila Boyd, F, 1428, USA, Chula Vista, 02:59:04
1575, Kole Mason, M, 1450, Mexico, Ciudad Obregon, 02:58:22
1576, Veronika Morales, F, 1430, UK, Rotherham, 03:13:10
1577, Kason Kennedy, M, 1452, Canada, Stratford, 03:12:28
1578, Alison Butler, F, 1432, Germany, Beckum, 03:27:17
1579, Kaelen Bell, M, 1454, France, Mauguio, 03:26:35
1580, Angelina Dixon, F, 1434, Australia, Burnie, 03:41:25
1581, Kole Fisher, M, 1456, Spain, Olesa, 03:40:43
1582, Willa Reyes, F, 1436, Italy, Pomezia, 03:55:34
1583, Karsen Ellis, M, 1458, USA, Lubbock, 03:54:52
1584, Holly Edwards, F, 1438, Mexico, Tehuacan, 04:09:44
1585, Kaelen Collins, M, 1460, UK, Lowestoft, 04:09:02
1586, Briar Richardson, F, 1440, Canada, Yorkton, 04:23:55
1587, Kole Stewart, M, 1462, Germany, Lunen, 04:23:13
1588, Milani Morris, F, 1442, France, Mont-de-Marsan, 04:38:07
1589, Kason Rogers, M, 1464, Australia, Warrnambool, 04:37:25
1590, Amira Reed, F, 1444, Spain, Aranjuez, 04:52:20
1591, Kaelen Cook, M, 1466, Italy, Corigliano, 04:51:38
1592, Keilani Morgan, F, 1446, USA, Bakersfield, 05:06:34
1593, Kole Bell, M, 1468, Mexico, Ciudad Madero, 05:05:52
1594, Maren Murphy, F, 1448, UK, Rhyl, 05:20:49
1595, Karsen Bailey, M, 1470, Canada, Drummondville, 05:20:07
1596, Aya Rivera, F, 1450, Germany, Rendsburg, 05:35:05
1597, Kaelen Cooper, M, 1472, France, Saint-Dizier, 05:34:23
1598, Mckinley Cox, F, 1452, Australia, Mount Barker, 05:49:22
1599, Kole Howard, M, 1474, Spain, Siero, 05:48:40
1600, Ayleen Ward, F, 1454, Italy, Cava de' Tirreni, 06:03:40
1601, Kason Torres, M, 1476, USA, Spokane, 06:02:58
1602, Samara Peterson, F, 1456, Mexico, Teziutlan, 06:17:59
1603, Kaelen Gray, M, 1478, UK, Macclesfield, 06:17:17
1604, Alianna Ramirez, F, 1458, Canada, Moose Jaw, 06:32:19
1605, Kole James, M, 1480, Germany, Illertissen, 06:31:37
1606, Ember Watson, F, 1460, France, Vienne, 06:46:40
1607, Karsen Brooks, M, 1482, Australia, Burnie, 06:45:58
1608, Lylah Kelly, F, 1462, Spain, San Fernando, 07:01:02
1609, Kaelen Sanders, M, 1484, Italy, Afragola, 07:00:20
1610, Evangeline Price, F, 1464, USA, Garland, 07:15:25
1611, Kole Bennett, M, 1486, Mexico, Ciudad Guzman, 07:14:43
1612, Briar Wood, F, 1466, UK, Gillingham, 07:29:49
1613, Kason Barnes, M, 1488, Canada, Portage la Prairie, 07:29:07
1614, Amaya Ross, F, 1468, Germany, Rottweil, 07:44:14
1615, Kaelen Henderson, M, 1490, France, Montelimar, 07:43:32
1616, Maggie Coleman, F, 1470, Australia, Devonport, 07:58:40
1617, Kole Jenkins, M, 1492, Spain, Torrent, 07:57:58
1618, Sarahi Jenkins, F, 1472, Italy, Casarano, 08:13:07
1619, Karsen Long, M, 1494, USA, Norfolk, 08:12:25
1620, Kenna Perry, F, 1474, Mexico, Tula, 08:27:35
1621, Kaelen Hughes, M, 1496, UK, Bridgend, 08:26:53
1622, Raegan Patterson, F, 1476, Canada, New Glasgow, 08:42:04
1623, Kole Washington, M, 1498, Germany, Rheda-Wiedenbruck, 08:41:22
1624, Everly Flores, F, 1478, France, Mont-de-Marsan, 08:56:34
1625, Kason Simmons, M, 1500, Australia, Karratha, 08:55:52
1626, Maleah Butler, F, 1480, Spain, Sant Just Desvern, 09:11:05
1627, Kaelen Gonzales, M, 1502, Italy, Pomezia, 09:10:23
1628, Heaven Foster, F, 1482, USA, Lubbock, 09:25:37
1629, Kole Alexander, M, 1504, Mexico, Tehuacan, 09:24:55
1630, Celia Bryant, F, 1484, UK, Lowestoft, 09:40:10
1631, Karsen Griffin, M, 1506, Canada, Stratford, 09:39:28
1632, Gwen Russell, F, 1486, Germany, Beckum, 09:54:44
1633, Kaelen Diaz, M, 1508, France, Mauguio, 09:54:02
1634, Ariana Hayes, F, 1488, Australia, Shepparton, 10:09:19
1635, Kole Ford, M, 1510, Spain, Arrecife, 10:08:37
1636, Kaliyah Hamilton, F, 1490, Italy, Lamezia Terme, 10:23:55
1637, Kason Graham, M, 1512, USA, Riverside, 10:23:13
1638, Adelynn Sullivan, F, 1492, Mexico, Tepic, 10:38:32
1639, Kaelen Wallace, M, 1514, UK, Gosport, 10:37:50
1640, Julissa Woods, F, 1494, Canada, Timmins, 10:53:10
1641, Kole Cole, M, 1516, Germany, Haren, 10:52:28
1642, Mylah Murray, F, 1496, France, Saint-Sebastien-sur-Loire, 11:07:49
1643, Karsen Freeman, M, 1518, Australia, Whyalla, 11:07:07
1644, Ada Wells, F, 1498, Spain, Castelldefels, 11:22:29
1645, Kaelen Webb, M, 1520, Italy, Guidonia, 11:21:47
1646, Brylee Simpson, F, 1500, USA, Newark, 11:37:10
1647, Kole Tucker, M, 1522, Mexico, Ciudad Valles, 11:36:28
1648, Mikaela Porter, F, 1502, UK, Scunthorpe, 11:51:52
1649, Kason Hicks, M, 1524, Canada, Summerside, 11:51:10
1650, Raelynn Crawford, F, 1504, Germany, Schwabisch Hall, 12:06:35
1651, Kaelen Henry, M, 1526, France, Orvault, 12:05:53
1652, Alora Boyd, F, 1506, Australia, Gladstone, 12:21:19
1653, Kole Mason, M, 1528, Spain, Silla, 12:20:37
1654, Miah Morales, F, 1508, Italy, Casarano, 12:36:04
1655, Karsen Kennedy, M, 1530, USA, Toledo, 12:35:22
1656, Maggie Butler, F, 1510, Mexico, Tula, 12:50:50
1657, Kaelen Bell, M, 1532, UK, Ellesmere Port, 12:50:08
1658, Amirah Dixon, F, 1512, Canada, Corner Brook, 13:05:37
1659, Kole Fisher, M, 1534, Germany, Geesthacht, 13:04:55
1660, Rylie Reyes, F, 1514, France, Vienne, 13:20:25
1661, Kason Ellis, M, 1536, Australia, Devonport, 13:19:43
1662, Tessa Edwards, F, 1516, Spain, Barbera, 13:35:14
1663, Kaelen Collins, M, 1538, Italy, Crotone, 13:34:32
1664, Maliyah Richardson, F, 1518, USA, Chula Vista, 13:50:04
1665, Kole Stewart, M, 1540, Mexico, Ciudad Obregon, 13:49:22
1666, Jayleen Morris, F, 1520, UK, Rotherham, 14:04:55
1667, Karsen Rogers, M, 1542, Canada, Stratford, 14:04:13
1668, Alianna Reed, F, 1522, Germany, Beckum, 14:19:47
1669, Kaelen Cook, M, 1544, France, Mauguio, 14:19:05
1670, Lyric Morgan, F, 1524, Australia, Burnie, 14:34:40
1671, Kole Bell, M, 1546, Spain, Olesa, 14:33:58
1672, Kenia Murphy, F, 1526, Italy, Pomezia, 14:49:34
1673, Kason Bailey, M, 1548, USA, Lubbock, 14:48:52
1674, Maren Rivera, F, 1528, Mexico, Tehuacan, 15:04:29
1675, Kaelen Cooper, M, 1550, UK, Lowestoft, 15:03:47
1676, Jazlyn Cox, F, 1530, Canada, Yorkton, 15:19:25
1677, Kole Howard, M, 1552, Germany, Lunen, 15:18:43
1678, Emely Ward, F, 1532, France, Mont-de-Marsan, 15:34:22
1679, Karsen Torres, M, 1554, Australia, Warrnambool, 15:33:40
1680, Aya Peterson, F, 1534, Spain, Aranjuez, 15:49:20
1681, Kaelen Gray, M, 1556, Italy, Corigliano, 15:48:38
1682, Avah Ramirez, F, 1536, USA, Bakersfield, 16:04:19
1683, Kole James, M, 1558, Mexico, Ciudad Madero, 16:03:37
1684, Annalise Watson, F, 1538, UK, Rhyl, 16:19:19
1685, Kason Brooks, M, 1560, Canada, Drummondville, 16:18:37
1686, Maleah Kelly, F, 1540, Germany, Rendsburg, 16:34:20
